client,time,latency
0,22:40:06,32.643
0,22:40:06,22.018
0,22:40:06,17.553
0,22:40:06,19.349
0,22:40:06,16.832
0,22:40:06,16.927
0,22:40:06,17.893
0,22:40:06,17.450
0,22:40:06,19.233
0,22:40:06,19.048
0,22:40:06,17.090
0,22:40:06,15.891
0,22:40:06,16.501
0,22:40:06,17.530
0,22:40:06,19.023
0,22:40:06,17.283
0,22:40:06,18.419
0,22:40:06,17.952
0,22:40:06,18.329
0,22:40:06,18.473
0,22:40:06,18.473
0,22:40:06,17.939
0,22:40:06,16.784
0,22:40:06,16.908
0,22:40:06,17.847
0,22:40:06,15.674
0,22:40:06,16.148
0,22:40:06,15.568
0,22:40:06,16.338
0,22:40:06,13.955
0,22:40:06,15.747
0,22:40:06,15.692
0,22:40:06,15.511
0,22:40:06,13.793
0,22:40:06,15.635
0,22:40:06,14.232
0,22:40:06,15.439
0,22:40:06,13.941
0,22:40:06,14.844
0,22:40:06,15.889
0,22:40:06,14.882
0,22:40:06,15.686
0,22:40:06,15.088
0,22:40:06,12.986
0,22:40:06,13.060
0,22:40:06,14.807
0,22:40:06,13.692
0,22:40:06,15.068
0,22:40:06,13.933
0,22:40:06,13.819
0,22:40:06,14.020
0,22:40:06,14.741
0,22:40:06,12.882
0,22:40:06,13.382
0,22:40:06,13.639
0,22:40:06,12.735
0,22:40:06,13.990
0,22:40:06,13.268
0,22:40:06,12.576
0,22:40:07,12.516
0,22:40:07,11.952
0,22:40:07,13.913
0,22:40:07,14.521
0,22:40:07,12.532
0,22:40:07,12.057
0,22:40:07,13.922
0,22:40:07,14.480
0,22:40:07,11.752
0,22:40:07,13.164
0,22:40:07,11.841
0,22:40:07,12.591
0,22:40:07,11.958
0,22:40:07,11.767
0,22:40:07,12.787
0,22:40:07,12.026
0,22:40:07,12.701
0,22:40:07,11.847
0,22:40:07,11.878
0,22:40:07,11.879
0,22:40:07,12.031
0,22:40:07,11.699
0,22:40:07,12.653
0,22:40:07,12.395
0,22:40:07,12.162
0,22:40:07,12.495
0,22:40:07,11.621
0,22:40:07,11.850
0,22:40:07,10.891
0,22:40:07,11.658
0,22:40:07,11.010
0,22:40:07,13.172
0,22:40:07,12.730
0,22:40:07,11.987
0,22:40:07,11.976
0,22:40:07,12.369
0,22:40:07,11.075
0,22:40:07,11.172
0,22:40:07,11.159
0,22:40:07,11.966
0,22:40:07,10.146
0,22:40:07,11.735
0,22:40:07,10.704
0,22:40:07,13.028
0,22:40:07,10.774
0,22:40:07,10.984
0,22:40:07,11.735
0,22:40:07,11.173
0,22:40:07,11.510
0,22:40:07,11.176
0,22:40:07,10.932
0,22:40:07,11.402
0,22:40:07,12.238
0,22:40:07,10.295
0,22:40:07,10.305
0,22:40:07,14.220
0,22:40:07,12.782
0,22:40:07,10.014
0,22:40:07,12.137
0,22:40:07,11.150
0,22:40:07,10.845
0,22:40:07,11.010
0,22:40:07,10.131
0,22:40:07,10.246
0,22:40:07,11.229
0,22:40:07,10.525
0,22:40:07,10.083
0,22:40:07,10.317
0,22:40:07,11.146
0,22:40:07,10.701
0,22:40:07,9.728
0,22:40:07,10.496
0,22:40:07,9.147
0,22:40:07,10.040
0,22:40:07,9.398
0,22:40:07,9.565
0,22:40:07,9.427
0,22:40:07,9.972
0,22:40:07,10.958
0,22:40:07,10.116
0,22:40:07,10.155
0,22:40:07,8.877
0,22:40:07,9.079
0,22:40:07,8.945
0,22:40:07,8.626
0,22:40:08,9.394
0,22:40:08,9.180
0,22:40:08,9.141
0,22:40:08,9.720
0,22:40:08,7.783
0,22:40:08,8.623
0,22:40:08,8.204
0,22:40:08,9.335
0,22:40:08,9.407
0,22:40:08,9.581
0,22:40:08,9.496
0,22:40:08,8.645
0,22:40:08,9.332
0,22:40:08,9.679
0,22:40:08,12.247
0,22:40:08,12.195
0,22:40:08,11.144
0,22:40:08,8.187
0,22:40:08,8.928
0,22:40:08,7.483
0,22:40:08,7.687
0,22:40:08,8.561
0,22:40:08,7.470
0,22:40:08,7.720
0,22:40:08,8.012
0,22:40:08,8.336
0,22:40:08,9.809
0,22:40:08,9.042
0,22:40:08,7.233
0,22:40:08,7.980
0,22:40:08,7.465
0,22:40:08,7.833
0,22:40:08,8.063
0,22:40:08,8.002
0,22:40:08,8.067
0,22:40:08,8.114
0,22:40:08,9.410
0,22:40:08,7.570
0,22:40:08,7.358
0,22:40:08,7.621
0,22:40:08,7.464
0,22:40:08,7.334
0,22:40:08,7.997
0,22:40:08,7.964
0,22:40:08,8.266
0,22:40:08,7.879
0,22:40:08,7.668
0,22:40:08,8.262
0,22:40:08,8.167
0,22:40:08,8.587
0,22:40:08,7.731
0,22:40:08,19.362
0,22:40:08,10.477
0,22:40:08,7.614
0,22:40:08,6.938
0,22:40:08,6.806
0,22:40:08,6.450
0,22:40:08,6.253
0,22:40:08,6.512
0,22:40:08,6.184
0,22:40:08,6.119
0,22:40:08,5.483
0,22:40:08,5.477
0,22:40:08,8.969
0,22:40:08,6.916
0,22:40:08,5.501
0,22:40:08,6.617
0,22:40:08,7.036
0,22:40:08,6.262
0,22:40:08,6.126
0,22:40:08,5.312
0,22:40:08,6.341
0,22:40:08,7.722
0,22:40:08,6.532
0,22:40:08,5.707
0,22:40:08,5.175
0,22:40:08,6.172
0,22:40:08,5.610
0,22:40:08,5.359
0,22:40:08,6.239
0,22:40:08,17.044
0,22:40:08,6.808
0,22:40:08,5.997
0,22:40:08,5.709
0,22:40:08,7.977
0,22:40:08,5.811
0,22:40:08,6.234
0,22:40:08,5.665
0,22:40:08,5.374
0,22:40:08,6.806
0,22:40:08,5.878
0,22:40:08,6.170
0,22:40:08,5.683
0,22:40:08,5.515
0,22:40:08,8.971
0,22:40:08,6.114
0,22:40:08,5.833
0,22:40:08,5.381
0,22:40:08,11.045
0,22:40:08,6.521
0,22:40:08,6.016
0,22:40:08,5.916
0,22:40:08,5.576
0,22:40:08,6.105
0,22:40:08,9.669
0,22:40:08,6.703
0,22:40:08,5.703
0,22:40:08,5.716
0,22:40:08,6.211
0,22:40:08,6.049
0,22:40:08,5.886
0,22:40:08,5.948
0,22:40:08,7.694
0,22:40:08,6.874
0,22:40:08,6.074
0,22:40:08,6.065
0,22:40:08,5.185
0,22:40:08,5.032
0,22:40:08,5.086
0,22:40:08,5.801
0,22:40:08,5.967
0,22:40:08,14.591
0,22:40:08,5.778
0,22:40:08,5.845
0,22:40:08,5.385
0,22:40:08,9.544
0,22:40:08,5.183
0,22:40:08,5.771
0,22:40:08,6.073
0,22:40:08,4.553
0,22:40:09,8.090
0,22:40:09,5.567
0,22:40:09,6.008
0,22:40:09,5.114
0,22:40:09,11.421
0,22:40:09,7.240
0,22:40:09,6.045
0,22:40:09,5.538
0,22:40:09,5.674
0,22:40:09,5.688
0,22:40:09,5.941
0,22:40:09,5.707
0,22:40:09,5.140
0,22:40:09,5.836
0,22:40:09,6.952
0,22:40:09,5.409
0,22:40:09,5.639
0,22:40:09,6.354
0,22:40:09,6.060
0,22:40:09,11.593
0,22:40:09,5.863
0,22:40:09,5.783
0,22:40:09,5.631
0,22:40:09,6.746
0,22:40:09,5.340
0,22:40:09,5.561
0,22:40:09,4.911
0,22:40:09,5.195
0,22:40:09,7.975
0,22:40:09,6.481
0,22:40:09,6.938
0,22:40:09,6.084
0,22:40:09,6.044
0,22:40:09,10.439
0,22:40:09,6.068
0,22:40:09,5.717
0,22:40:09,4.981
0,22:40:09,10.716
0,22:40:09,5.940
0,22:40:09,5.368
0,22:40:09,5.070
0,22:40:09,5.819
0,22:40:09,6.257
0,22:40:09,5.018
0,22:40:09,5.764
0,22:40:09,5.188
0,22:40:09,5.669
0,22:40:09,9.076
0,22:40:09,5.107
0,22:40:09,5.795
0,22:40:09,5.306
0,22:40:09,5.980
0,22:40:09,5.831
0,22:40:09,5.532
0,22:40:09,6.283
0,22:40:09,5.450
0,22:40:09,5.864
0,22:40:09,6.945
0,22:40:09,5.030
0,22:40:09,4.784
0,22:40:09,4.767
0,22:40:09,13.943
0,22:40:09,7.501
0,22:40:09,5.476
0,22:40:09,5.509
0,22:40:09,6.006
0,22:40:09,7.008
0,22:40:09,5.622
0,22:40:09,6.134
